target_id	crown_1	opistosoma_1	trophosome_1	crown_2	opistosoma_2	trophosome_2
OALVG00000015168.1	0	0	0.873592	0	0	0
OALVG00000015169.1	0	0	0.347016	0.0205756	0	0
OALVG00000015170.1	0	0	0.0481512	0	0	0
OALVG00000015171.1	0	0	0.542981	0	0	0
OALVG00000015172.1	0	0	0.121224	0	0	0
OALVG00000015173.1	0	0	0.121224	0	0	0
OALVG00000015174.1	0	0	0.121224	0	0	0
OALVG00000015175.1	0	0	0.297476	0	0	0.0306097
OALVG00000015176.1	0	0	36.9772	0	0	0
OALVG00000015177.1	0.0627668	0.0607363	0.367914	0	0.0477292	0.0590237
OALVG00000015178.1	0	0	0	0	0	0
OALVG00000015179.1	0	0	0.60228	0	0	0
OALVG00000015180.1	0	0	1.28642	0	0.0111449	0
OALVG00000015181.1	0.175469	0	1.52992	0	0	0.11488
OALVG00000015182.1	0	0	0.144967	0	0	0
OALVG00000015183.1	0.0448432	0	0.168065	0	0	0
OALVG00000015184.1	2.21934	2.81497	24.6138	10.4111	0	10.1267
OALVG00000015185.1	0.53706	0.195538	1.02866	0.612055	0.820133	0.307579
OALVG00000015186.1	0	57.9288	0.138986	0	33.4548	0.0235958
OALVG00000015187.1	0.075007	0	0	0	0	0
OALVG00000015188.1	0.682763	0.623122	4.45956	2.03392	1.09528	0.82532
OALVG00000015189.1	0.92554	0.344401	0.108931	2.4251	1.02504	0.134809
OALVG00000015190.1	0.00287145	0	0	0.00773808	0.00386291	0
OALVG00000015191.1	7.55006	0.0203142	0.0163017	9.43799	0	0.0249069
OALVG00000015192.1	0.0798921	0	0	0	0.150747	0
OALVG00000015193.1	0.0268298	0	0	0	0	0
OALVG00000015194.1	1.39038	0.0279269	0.0449572	2.45491	0.143505	0.068652
OALVG00000015195.1	0.0551074	0	15.3648	0	0	0.014357
OALVG00000015196.1	0	0	16.5796	0	0	0
OALVG00000015197.1	0	0	7.03263	0.0143521	0	0.0379
OALVG00000015198.1	0	0	0.0773504	0	0	0
OALVG00000015199.1	0	0	0	0	0	0
OALVG00000015200.1	0	0	0.256187	0	0	0
OALVG00000015201.1	0	0	0	0	0	0
OALVG00000015202.1	0	0	0	0	0	0
OALVG00000015203.1	0	0	0.0972132	0	0	0
OALVG00000015204.1	0	0	4.21795	0	0	0.0286076
OALVG00000015205.1	0	0	0.161295	0	0	0
OALVG00000015206.1	0	0	0.187926	0	0	0
OALVG00000015207.1	0	0	1.94794	0	0	0.0357689
OALVG00000015208.1	0	0	0	0	0.0158302	0
OALVG00000015209.1	0	0	0.0308565	0	0	0
OALVG00000015210.1	0	0	0.147309	0	0	0
OALVG00000015211.1	0	0	0	0	0	0
OALVG00000015212.1	0	0	0.060542	0	0	0
OALVG00000015213.1	0	0	0.0625852	0	0	0
OALVG00000015214.1	0	0	0.170383	0	0	0
OALVG00000015215.1	0	0	0.060542	0	0	0
OALVG00000015216.1	0	0	0.0261936	0	0	0
OALVG00000015217.1	0.0289559	0	0	0	0	0
OALVG00000015218.1	0	0	0.119179	0	0	0
OALVG00000015219.1	0	0	0.0520217	0	0	0
OALVG00000015220.1	0	0	0.023162	0	0	0
OALVG00000015221.1	0	0	0	0	0	0
OALVG00000015222.1	0	0	0.0238858	0	0	0
OALVG00000015223.1	0	0	0.0409951	0	0	0
OALVG00000015224.1	0.0755929	0	0	0	0	0
OALVG00000015225.1	0	0	0	0	0	0
OALVG00000015226.1	0	0	0.0544666	0	0	0
OALVG00000015227.1	0	0	0.0305782	0	0	0
OALVG00000015228.1	0	0	0.0424793	0	0	0
OALVG00000015229.1	0	0	0	0	0	0
OALVG00000015230.1	0	0.00931178	2.57386	0	0	0.0401108
OALVG00000015231.1	0	0	3.16473	0	0	0
OALVG00000015232.1	0	0	0.0264744	0	0.0140685	0
OALVG00000015233.1	4.55934	4.52748	0.704076	9.72132	6.84948	2.22584
OALVG00000015234.1	0.285215	0.00913579	0.0131036	0.146143	0.00927752	0.0222623
OALVG00000015235.1	0.186537	0	0.00651673	0.0210055	0	0
OALVG00000015236.1	0	0	0	0.194072	0	0
OALVG00000015237.1	2.19744	8.03274	1.60973	5.02654	11.4405	24.3771
OALVG00000015237.2	1.83909	2.32459	0.58026	2.39443	2.08283	21.0059
OALVG00000015238.1	0.0239681	0.0142162	0.449409	0	0	0.0103963
OALVG00000015239.1	0	0	3.90717	0	0.492254	1.81741
OALVG00000015240.1	0.665411	0.374146	5.78142	0.964241	0.773664	0.410244
OALVG00000015241.1	1.1508	0.611838	10.9672	0.80531	1.64829	0.193743
OALVG00000015242.1	2.68449	3.04899	14.8621	5.08229	2.67362	1.91802
OALVG00000015243.1	0.254062	0.26996	0.182221	1.51703	0.465998	0.50044
OALVG00000015244.1	13.9474	64.6173	1.39248	15.5701	135.222	11.3132
OALVG00000015245.1	0.456184	0.328145	0.551998	0.816259	0.461647	0.442597
OALVG00000015246.1	19.9681	21.8319	27.9497	45.6709	14.9285	28.682
OALVG00000015247.1	3.41121	2.59186	0.139425	4.92099	1.5584	10.3876
OALVG00000015248.1	0	0	0	0	0	0
OALVG00000015249.1	0	0	0	0.123885	0.123766	0.177155
OALVG00000015250.1	0	0.98473	1.37087	0	0.442558	0.415608
OALVG00000015251.1	0.4801	0.435826	0.237989	0.379	0.9526	3.80529
OALVG00000015252.1	0.215673	0.149924	0.138247	0.096077	0.327647	2.2801
OALVG00000015253.1	0.0114008	0.0121074	0.0290578	0	0.0309026	0.1335
OALVG00000015254.1	0	0	0.0564781	0.0820296	0	0
OALVG00000015255.1	0	0	2.41928	0	0.023822	0.0228186
OALVG00000015256.1	0	0	3.48546	0	0	1.80892
OALVG00000015257.1	0.0292449	0	0.37621	0.0805155	0	0
OALVG00000015258.1	0	0	0.285978	0	0	1.30726
OALVG00000015259.1	0.0338305	0.0141295	0.0204388	0	0.0162196	2.89223
OALVG00000015260.1	0.00278432	0	0.00394731	0	0	0.162923
OALVG00000015261.1	0.050219	0.213892	0.150559	0	0.926864	0.164232
OALVG00000015262.1	0.552322	0.251279	0.185038	1.34277	0.700251	0.277005
OALVG00000015263.1	0	0	0.031598	0	0	0
OALVG00000015264.1	0.454589	0	0	0.651725	0	0.619761
OALVG00000015265.1	155.18	418.049	15.8416	309.816	415.266	293.841
OALVG00000015266.1	3.61598	12.0366	0.46416	17.1271	13.6022	16.5927
OALVG00000015267.1	0.115675	0.182602	0.0311939	4.23268	0.512657	0.259979
OALVG00000015268.1	0	0	0	0	0	0
OALVG00000015269.1	0.483581	0.219729	2.57299	0.369059	1.07098	0.478492
OALVG00000015270.1	0.578211	0.0801229	0.851142	0.907647	0.275393	0.401093
OALVG00000015271.1	0.313582	0.0196776	0.880757	0.668479	0.150425	0.204345
OALVG00000015272.1	0	0	0.127526	0.402655	0	0
OALVG00000015273.1	0	0	0	0	1.02057	0
OALVG00000015274.1	0	0	0	0	0	0
OALVG00000015275.1	0.601322	0	1.54286	1.37822	0.271453	0.196718
OALVG00000015276.1	0.0934494	1.53661	115.458	2.95179	3.78515	0
OALVG00000015277.1	0.173153	0	0.0524047	0	0	0.0356092
OALVG00000015278.1	0.20014	0.0266303	0.0816555	0.48256	0.325252	0.153203
OALVG00000015279.1	1.68014	0.943705	5.2814	0	0.63628	0.581722
OALVG00000015280.1	0	0	0	0	0	0
OALVG00000015281.1	0.060139	0	0	0	0.0832829	0
OALVG00000015282.1	1.74389	0.218193	5.3531	2.4251	1.3412	1.33067
OALVG00000015283.1	0.271964	0.144621	1.4012	0.468149	0.139854	0.311946
OALVG00000015284.1	3.40717	4.22429	3.30989	13.2151	4.79308	5.29088
OALVG00000015285.1	0.181602	0	0.00774173	1.04779	0.0740433	0.035501
OALVG00000015286.1	0	0	0	0.978809	0	0.156775
OALVG00000015287.1	0	0	0.00939242	0	0	0
OALVG00000015288.1	0	0	0	0	0	0
OALVG00000015289.1	0.0251095	0	0.172067	0.0691014	0	0
OALVG00000015290.1	0.210045	0	0.300725	0	0	0
OALVG00000015291.1	0	0	0.919473	0	0	0
OALVG00000015292.1	0	0	2.16157	0	0	0
OALVG00000015293.1	0.0550742	0.406565	0.345488	0.455833	0.608892	0.725273
OALVG00000015294.1	0	0	0	0	0	0
OALVG00000015295.1	0	0	0	0	0	0
OALVG00000015296.1	0	0	0	0	0	0
OALVG00000015297.1	0	0	0	0	0	0.0916924
OALVG00000015298.1	0	0	0.061177	0.199425	0	0.0936063
OALVG00000015299.1	0.51087	0.551229	0	0	0.376582	0
OALVG00000015300.1	0.32594	0	0.191103	1.20991	0	0.290494
OALVG00000015301.1	0.0914358	0.11308	0.0586982	0.125776	0.0313467	0.0896679
OALVG00000015302.1	0.331929	0.468491	0.486654	4.93041	0.626226	0
OALVG00000015303.1	0	0	0	0	0	0
OALVG00000015304.1	0.1592	0.143029	0.0145069	0.138117	0.182156	0.185608
OALVG00000015305.1	0.338662	0.250981	0.222098	1.81005	1.20588	0.560558
OALVG00000015306.1	4.98374	0	0	25.6453	7.35944	1.07552
OALVG00000015307.1	1.22317	0.0283058	0	9.14859	2.10922	0.27837
OALVG00000015308.1	0.889143	9.54448	0	11.5529	9.4469	6.25597
OALVG00000015309.1	1.60058	6.47092	0.387689	2.5236	9.14622	3.97044
OALVG00000015310.1	0.126338	0.0866422	0.100021	1.66117	0.233021	0.752678
OALVG00000015311.1	0	4.18698	1.29318	2.95192	7.65846	0.361174
OALVG00000015312.1	0.223117	0.0527963	0.0678258	0	0.0338886	0.0648542
OALVG00000015313.1	0	0	0.0612217	0	0.0449743	0
OALVG00000015314.1	0.511484	0.301378	0.160866	0.628948	0.677946	0.561929
OALVG00000015315.1	0.59654	0.758173	0	0	0	0.159921
OALVG00000015316.1	1.1175	0.891827	0.220052	1.48329	0.326123	0.293483
OALVG00000015317.1	0.224812	0.616227	0	0.0407455	0.161495	0.141701
OALVG00000015318.1	0.231299	0.0568806	0.0760365	0	0.21833	0.278833
OALVG00000015319.1	0.019641	0	2.05918	0.216072	0.0535956	0.0256618
OALVG00000015320.1	0	0	1.68328	0	0	0.0390864
OALVG00000015321.1	3.63858	3.24673	3.31573	5.88165	3.3515	3.17846
OALVG00000015322.1	1.26594	0	0.779705	0	0	0.232329
OALVG00000015323.1	0	0	0	0	0	0
OALVG00000015324.1	0.0306606	0	0.0369699	0	0.0588687	0
OALVG00000015325.1	0.0382028	0.203067	0.328477	0.210544	0.629681	0.250618
OALVG00000015326.1	0	0	0.0106327	0	0.0169403	0.016257
OALVG00000015327.1	0.26135	0	0.252377	0.179946	0	0.128434
OALVG00000015328.1	0.0290997	0	0.0263224	0	0	0
OALVG00000015329.1	0	0	12.4447	0	0	0.405996
OALVG00000015330.1	2.91075	0	0	36.4797	1.9238	0
OALVG00000015331.1	1.19737	0.729539	0.415563	7.66701	0.447736	0.0171647
OALVG00000015332.1	5.49065	5.98139	0	101.138	4.6306	1.51365
OALVG00000015333.1	0.520242	0.309734	0.554456	2.16811	1.28962	0.766719
OALVG00000015333.2	0.842148	0.909202	1.00858	0.172907	1.09866	0.85811
OALVG00000015334.1	2.54301	2.30004	11.7477	8.78537	2.29367	6.12491
OALVG00000015335.1	4.73205	4.75404	11.5198	12.7854	4.74799	7.35098
OALVG00000015336.1	5.18831	4.03873	5.19174	8.68834	5.21055	2.78398
OALVG00000015337.1	0.266108	0.383764	8.45054	1.07587	1.13027	0.429081
OALVG00000015338.1	2.62988	1.89598	2.58727	7.17859	1.96954	4.39209
OALVG00000015339.1	0.392988	0.235166	1.08707	0.737411	0.508142	0.462252
OALVG00000015340.1	0.099631	0	0.0309463	0.377742	0.055728	0.0246881
OALVG00000015341.1	0.0122326	0	0	0.287275	0.0597238	0.0681333
OALVG00000015342.1	0.0582085	0	0.0595979	0.767837	0.0158369	0.0455441
OALVG00000015343.1	0.575416	0.188087	12.9344	0.610027	0.792125	0.814105
OALVG00000015344.1	22.8027	54.049	293.512	40.2895	58.8217	73.3953
OALVG00000015345.1	0.988268	0.728581	1.35205	2.52701	0.72186	1.38922
OALVG00000015346.1	5.07325	0.677776	1.54403	5.48981	0.716732	0.673397
OALVG00000015347.1	0.132306	0	0	0	0	0
OALVG00000015348.1	1.5787	0.566846	0.743321	0.495221	0.375393	0.118739
OALVG00000015349.1	0.0203697	0	0	0	0	0
OALVG00000015350.1	0.30116	0.800677	1.60605	0	0.863819	0
OALVG00000015351.1	0.304832	0.73608	0.278114	0.67074	0.582417	0.0796684
OALVG00000015352.1	0.0210039	0	0	0.0115428	0.0112757	0
OALVG00000015353.1	1.21574	0.214651	184.626	0	0.42853	0.270664
OALVG00000015354.1	2.13926	0.930483	40.1078	4.59792	2.00757	1.20384
OALVG00000015354.2	1.47283	1.20882	16.8275	2.18648	1.19108	0.655536
OALVG00000015355.1	0.464662	0.277317	1.19446	0.471944	0.553984	0.0212294
OALVG00000015356.1	0.344588	0	0.0147675	0.43807	0.183951	0.132163
OALVG00000015357.1	2.13661	0.819843	2.90303	2.9513	2.36801	0.737042
OALVG00000015358.1	2.92108	6.30558	6.84321	3.69438	11.6409	13.5547
OALVG00000015359.1	0	0	0.0124679	0	0.0596504	0.0762123
OALVG00000015360.1	0.020902	0.0890625	0.929816	0	0.17119	0.0837743
OALVG00000015361.1	3.05589	4.28972	0.0617075	0.392885	0.889088	0.563721
OALVG00000015362.1	0	0	0	0	0	0
OALVG00000015363.1	0	0	0	0	0	0
OALVG00000015364.1	0	0.0929952	0	0	0.0339063	0
OALVG00000015365.1	7.07984	1.62299	0.589513	13.8003	6.98915	0.932636
OALVG00000015366.1	25.8722	5.85938	2.91729	60.4795	25.1429	6.26298
OALVG00000015367.1	1.50939	5.22506	1.57401	1.73902	9.35091	12.8973
OALVG00000015368.1	0.61274	0.641696	1.16729	0.813458	1.83675	0.958546
OALVG00000015369.1	0.089705	0	0	0.171921	0	0.0408257
OALVG00000015370.1	0.089705	0	0	0.171921	0	0.0408257
OALVG00000015371.1	2.21261e-09	0	0.270819	0	0	0
OALVG00000015372.1	0.615145	0.0646907	0.330738	3.26095	0.0732026	0.337676
OALVG00000015373.1	0.644406	0.0378695	0.5686	1.24186	0.0801676	0.223113
OALVG00000015374.1	1212.88	2264.88	1142.81	3100.15	3334.46	2740.5
OALVG00000015375.1	40.8501	66.6767	76.4717	106.071	130.527	109.54
OALVG00000015376.1	1.25605	0.942467	9.44154	2.41032	1.48892	0.885622
OALVG00000015377.1	1.20994	0.266892	4.86822	4.58734	0.454435	0.852847
OALVG00000015378.1	1.60653	1.84035	4.87345	4.67114	1.89762	2.94453
OALVG00000015379.1	0.097593	0.143098	6.89158	0.53643	0.36517	0.111373
OALVG00000015380.1	0.201843	0.0195526	0.0941158	0.100919	0.125118	0.119835
OALVG00000015381.1	0	0	1.29031	0	0	0.0352795
OALVG00000015382.1	0.248549	0.0783724	1.35205	0.310299	0.0460051	0.169184
OALVG00000015383.1	3.13043	2.29466	8.66122	6.14379	5.92911	6.88183
OALVG00000015384.1	0.945274	0.707	1.3036	2.73578	1.40127	0.844412
OALVG00000015385.1	0.659779	0.809907	1.02487	1.44025	2.48122	0.777399
OALVG00000015386.1	18.8625	21.9176	18.6613	31.9209	62.6468	21.9341
OALVG00000015387.1	7.91722	17.8898	42.4651	17.5406	17.9057	13.4012
OALVG00000015388.1	0.836401	0.584202	2.64747	2.65595	0.824775	0.451628
OALVG00000015389.1	6.78991	2.10627	4.74254	23.1651	2.82239	6.42777
OALVG00000015390.1	2.6717	1.74106	0.101792	0.0467901	3.10819	0.0666594
OALVG00000015391.1	0	0	3.16577	0	0	0
OALVG00000015392.1	0	0	0.474321	0	0	0
OALVG00000015393.1	0	0	4.0792	0	0	0
OALVG00000015394.1	5.00984	11.2794	17.2484	5.96721	1.30705	5.64965
OALVG00000015395.1	0.0987454	32.7894	1.18403	0.203802	188.383	0.871822
OALVG00000015396.1	0.0793267	21.24	1.85675	0.567036	274.68	0.186391
OALVG00000015397.1	0	0	0	0	0	0
OALVG00000015398.1	0	0	0	0	0	0
OALVG00000015399.1	0	0	0	0	1.1816	0
OALVG00000015400.1	0	0	0	0	4.45396	0
OALVG00000015401.1	0	0	0	0	0	0
OALVG00000015402.1	0	0.33248	2.46389	0	33.634	0
OALVG00000015403.1	0	1.24591	0.0435811	0	46.8781	0
OALVG00000015404.1	0	0.0651583	0	0	0.62907	0
OALVG00000015405.1	0.235739	0	1.50604	0	0	0
OALVG00000015406.1	0.0451093	0.0239439	4.03437	0	0	0.0294362
OALVG00000015407.1	1.61701	518.262	85.3306	0	128.907	31.6833
OALVG00000015408.1	0.0737407	0	0.0660471	0.271873	0.078188	0.0731014
OALVG00000015409.1	1.76415	1.82749	4.18039	2.22307	2.54206	1.78355
OALVG00000015410.1	2.06056	2.49293	3.45836	3.85612	4.35732	1.72888
OALVG00000015410.2	0.113437	0	0.709984	0	0	0
OALVG00000015411.1	1.20502	0.500978	1.88849	1.94746	1.37268	0.646618
OALVG00000015412.1	0.0180206	0	0.384103	0.0247554	0.0244907	0.0117425
OALVG00000015413.1	0.165554	0.058737	3.07478	0.0759534	0.452993	0
OALVG00000015414.1	2.21981	0.668729	0	2.14067	1.72701	0.0485276
OALVG00000015415.1	0.726465	0.31428	1.80107	1.13256	0.613168	0.980292
OALVG00000015416.1	17.3171	18.1672	6.03507	32.8988	29.7546	24.7316
OALVG00000015416.2	1.5614	1.00688	3.71902	2.22926	0.266851	1.41284
OALVG00000015417.1	0.0405609	0	8.40814	0.156002	0.077148	0.0422791
OALVG00000015418.1	0	0	6.45609	0.0188184	0	0
OALVG00000015419.1	1.13479	0.349066	0.518439	1.66559	3.68908	0.791727
OALVG00000015420.1	1.22176	0.45678	0	1.18808	0	0
OALVG00000015421.1	0.110733	0	0	0.266329	0	0
OALVG00000015422.1	0.2546	0	0.0296218	0.190821	0.0314853	0.0603646
OALVG00000015423.1	0.0156534	0	0	0	0	0
OALVG00000015424.1	0.0157375	1.71103	21.1328	0.0432662	55.4037	0
OALVG00000015425.1	1.63681	0	286.912	0	0	0
OALVG00000015426.1	0	0	0.379757	0	0	0
OALVG00000015427.1	0	0	0	0	0	0
OALVG00000015428.1	0	0	0.121804	0	0	0
OALVG00000015429.1	0	0	0.0888909	0	0	0
OALVG00000015430.1	0	0	0	0	0	0
OALVG00000015431.1	0	0	0	0	0	0
OALVG00000015432.1	0	0.0832433	0.0684566	0	0	0
OALVG00000015433.1	2.07652	6.08158	0.0562351	3.50224	10.8482	0.472731
OALVG00000015434.1	2.2574	0.154226	0.0632682	4.22814	0.607794	0
OALVG00000015435.1	0.486654	0	0	0	0	0
OALVG00000015436.1	3.45751	0.166487	0	11.0976	0.767575	0.104213
OALVG00000015437.1	0.160748	0.0122452	0.00979629	0.851955	0.0312375	0
OALVG00000015438.1	0	0	0.124809	0	0	0
OALVG00000015439.1	0	0	5.7754	0	0	0.0993986
OALVG00000015440.1	0.294066	0	103.986	0	0	2.22326
OALVG00000015441.1	0.726212	0.18201	6.48745	4.75901	0.0291606	0.530446
OALVG00000015442.1	1.4534	1.31909	2.21443	2.85114	1.56306	1.52541
OALVG00000015443.1	0.0969117	0.139284	0.955201	0.118792	0.543044	0.113111
OALVG00000015444.1	0	0	2.90663	0	0	0
OALVG00000015444.2	0	0	0.398172	0	0	0
OALVG00000015445.1	0.0858444	0	0.268403	0.131037	0	0.0248643
OALVG00000015446.1	1.82078	1.3498	9.76706	3.26745	6.81522	1.72374
OALVG00000015447.1	0.483666	0.337733	0.456018	0.687846	0.772837	0.522608
OALVG00000015448.1	11.5699	15.945	9.5637	55.5782	22.8831	18.0306
OALVG00000015449.1	0.834837	0.308573	1.50612	0.579385	0.712942	0.354136
OALVG00000015450.1	0.455507	0.165679	0.737939	0.331267	0.0956145	0.0511325
OALVG00000015451.1	0	0	0	0	0	0
OALVG00000015452.1	0.0462195	0	0.0263185	0.143575	0	0
OALVG00000015453.1	0.137174	0	0.0253156	0.593056	0	0.0796684
OALVG00000015454.1	0	0	0	0	0	0
OALVG00000015455.1	0	0	0	0	0	0.081068
OALVG00000015456.1	0.0415254	0	0.0146248	0	0	0
OALVG00000015457.1	0.907811	0.0519851	0.657137	0.217054	0.0448714	0.0360285
OALVG00000015458.1	0.0382561	0	0	0.0526047	0	0
OALVG00000015459.1	0	0	0.00940516	0	0	0
OALVG00000015460.1	1.42908	0	1.75551	0	0	0
OALVG00000015461.1	1.9404	0.0783791	1.93397	0.985081	0.793987	0.246209
OALVG00000015462.1	0.612799	0	0.565518	0.584694	0.269321	0.244104
OALVG00000015463.1	0.0124711	0	0.0301502	0	0.0271273	0
OALVG00000015464.1	0.199871	0	0.151643	0	0	0
OALVG00000015465.1	0	0	0	0.0670841	0	0
OALVG00000015466.1	0.0651964	0	0.0791851	0	0.150747	0
OALVG00000015467.1	0.0290997	0	0.14973	0.0801145	0.159333	0.0381019
OALVG00000015468.1	0.133896	0	0.147197	0	0.0521861	0.0249886
OALVG00000015469.1	4.82587	3.1108	10.3012	13.5877	7.39054	4.97987
OALVG00000015470.1	0	8.92078	6.09956	0	3.05124	5.90913
OALVG00000015471.1	0.663943	2.37083	3.98105	0	3.90393	3.60916
OALVG00000015472.1	50.2341	51.9145	3.11615	162.009	59.4904	16.3854
OALVG00000015473.1	81.9429	102.676	7.68123	230.491	88.8192	31.574
OALVG00000015474.1	1.63108	0.538746	0.144659	2.0128	0.654186	0.552201
OALVG00000015475.1	1.51859	0.0897909	0.0241099	4.02561	0	0.11044
OALVG00000015476.1	34.8804	2.23628	45.4898	181.206	9.82601	3.17885
OALVG00000015477.1	0.397076	0.125574	17.6631	0.902036	0.472306	0.172325
OALVG00000015478.1	0.110004	0.632686	0.621286	0.0605217	0.630916	0.258851
OALVG00000015479.1	0.0906119	0.366914	0.263346	0.0996684	0.24712	0.28403
OALVG00000015480.1	0.697999	0.739355	0.135071	0.429477	1.73055	1.43945
OALVG00000015481.1	2.19077	22.1326	1.9023	6.60229	62.3865	13.6179
OALVG00000015482.1	6.16878	1875.67	17.0057	38.3605	2652.62	14.0638
OALVG00000015483.1	1.28627	0.421167	4.9285	2.20146	0.690614	1.17699
OALVG00000015484.1	0.0637977	0.0742757	6.11615	0.286736	0.212567	0.219028
OALVG00000015485.1	0.0281898	0	0.0432205	0.108396	0.0382637	0.0293667
OALVG00000015486.1	7.24193	4.66434	8.97196	10.143	5.73193	3.92008
OALVG00000015487.1	35.8306	32.2689	74.9656	46.6201	41.8433	18.563
OALVG00000015488.1	2.84469	2.17629	11.5662	3.81101	3.58083	4.76342
OALVG00000015489.1	0.524604	0	320.013	0	0	2.50954
OALVG00000015490.1	0	0.536888	246.305	0	0	0.657562
OALVG00000015491.1	0	0.104801	2.9279	0.45745	0.124177	0.676564
OALVG00000015491.2	0.413138	0.49539	0.0565383	0	0.163928	0
OALVG00000015492.1	1.95824	0.129191	3.02988	0.206364	0.190889	0.436387
OALVG00000015493.1	1.26387	0	2.50378	0	0.0383328	0.012447
OALVG00000015494.1	0.892652	0	2.42971	0.084758	0	0.0403195
OALVG00000015495.1	0.442629	0	0.995263	1.26472	0	0
OALVG00000015496.1	0	0	0.224582	0	0	0.171037
OALVG00000015497.1	0.137531	0.0449799	0.0596499	0.476786	0.198914	0.0670591
OALVG00000015498.1	0.289734	0.152997	0.190803	1.39879	0.6694	0.833414
OALVG00000015499.1	0	0	0.0130674	0	0	0
OALVG00000015500.1	0	0.0355508	0.199965	0	0	0
OALVG00000015501.1	0.0876912	0	0.029879	0.128456	0.0872941	0
OALVG00000015502.1	0.104937	0.00480631	0.0635747	0.0473571	0.109051	0.0224346
OALVG00000015503.1	0.0589229	0	0.0335925	0	0	0
OALVG00000015504.1	0	0	0	0	0	0
OALVG00000015505.1	0.209319	0	0.142901	0.044408	0.0855454	0
OALVG00000015506.1	0	0	0.0160912	0	0.149658	0
OALVG00000015507.1	0.0961349	0.105159	0.0456614	0.22606	2.29529	0.232577
OALVG00000015508.1	0	0	0	0	0	0
OALVG00000015509.1	16.4118	5.50365	6.97281	44.7535	13.6528	43.6131
OALVG00000015510.1	0.163143	0	5.54693	0.0560899	0.0556628	0.133245
OALVG00000015511.1	3.69241	3.99943	2.37904	2.90375	2.19148	1.39973
OALVG00000015511.2	0.490408	0.32018	0.992425	0.225466	0.89338	0.0649718
OALVG00000015512.1	0.965261	0.078377	0.650205	1.09749	0.520063	0.267784
OALVG00000015513.1	0.431551	0	2.29546	0	2.06037	0.581228
OALVG00000015514.1	0.689791	0.273193	0.0472065	0.253091	0.596442	0
OALVG00000015515.1	0.275379	0	12.0926	0.0617084	0.0631992	0
OALVG00000015516.1	1.35743	0.831841	2.36339	0.000402206	1.78085	0.864053
OALVG00000015517.1	1.93254	5.83261	10.9845	5.5452	4.04685	1.66877
OALVG00000015518.1	9.19836	12.7671	26.0274	2.6359	1.68512	1.543
OALVG00000015519.1	1.43591	4.76045	4.63008	2.459	0	3.15648
OALVG00000015520.1	0.637851	0.203367	0.495286	2.32044	0.527994	0.629479
OALVG00000015521.1	0.271726	0.0667969	0.393384	0.0574932	0.0285317	0.112442
OALVG00000015522.1	1.15364	0.85156	1.90072	2.75454	1.13548	0.994759
OALVG00000015523.1	0.343151	0.0367687	0.682866	0.0183971	0.0104436	0.0254589
OALVG00000015524.1	0	0	0	0	0	0
OALVG00000015525.1	0	0	0	0	0	0
OALVG00000015526.1	0.245055	0.363326	1.71878	0.544754	0.482961	0
OALVG00000015527.1	1.55966	0.275197	3.32943	4.56498	1.45625	2.53381
OALVG00000015528.1	4.87474	3.65728	4.92778	13.1893	5.82988	3.32967
OALVG00000015529.1	0.521129	0.021879	1.35812	0.507271	0.0139449	0.0344104
OALVG00000015530.1	1.2693	0.426624	1.22078	1.15456	0.638779	0.543112
OALVG00000015531.1	151.489	87.425	226.066	136.074	84.268	83.265
OALVG00000015532.1	0.707455	0.130964	0.894836	0.139042	0.0671687	0.0476514
OALVG00000015533.1	0.576639	0	0	0.732464	0.023822	0.114093
OALVG00000015534.1	2.80866	0.540701	1.62558	2.95749	0.67843	1.28559
OALVG00000015535.1	5.36567	1.15007	9.20359	3.1458	1.05209	1.40175
OALVG00000015536.1	1.80848	0.124046	0.895176	5.51722	1.89313	1.86721
OALVG00000015536.2	1.18137	0.222557	0.769966	2.03345	2.36305	1.38166
OALVG00000015536.3	1.18666	0.775066	0.729386	0.667894	0.136051	0.866755
OALVG00000015536.4	1.81038	0.429024	0.848021	1.82864	0.111933	1.17656
OALVG00000015537.1	1.74895	0.0380356	3.3711	1.54665	0.793347	0.687173
OALVG00000015538.1	0	0	7.00669	0.203873	0	0.19411
OALVG00000015539.1	0.634767	0.271931	0.392812	0.328175	0.346179	0.144719
OALVG00000015540.1	1.63827	1.06075	15.8121	3.58579	2.02589	3.08259
OALVG00000015541.1	2.29362	0.674165	5.54454	0.844628	0.573808	0.151149
OALVG00000015542.1	0.482523	0.0700359	0.501327	0.218357	0.0625929	0.0537617
OALVG00000015543.1	2.5123	3.20061	2.22452	1.69226	0.296245	0.20384
OALVG00000015544.1	0.549433	0.326507	5.96727	1.5786	0.997612	0.13093
OALVG00000015545.1	0	0	1.16101	0	0	0
OALVG00000015546.1	0	0	0.177228	0	0	0
OALVG00000015547.1	0	0	37.0252	0	0	0
OALVG00000015548.1	0.154134	0	0.137087	0	0	0
OALVG00000015549.1	0.141042	0.0256108	0.213156	0.27919	0.202715	0
OALVG00000015550.1	0.0451891	0	0	0	0	0
OALVG00000015551.1	0	0.0325791	0.0262706	0	0.103753	0
OALVG00000015552.1	0.348108	0.0597363	0.628478	0.218506	0.144913	0.042838
OALVG00000015553.1	2.74418	0.9035	3.50523	5.03848	3.8956	1.36996
OALVG00000015554.1	0	0	2.65767	0	0	0
OALVG00000015555.1	1.61268	0.657661	2.08174	3.80766	5.82693	0.49903
